-------------------------------------
 Mode    Frequency        Intensity
  #    meV     cm^-1   (D/Å)^2 amu^-1
-------------------------------------
104   43.7     352.3      0.6233
105   44.5     359.1      0.7005
106   45.5     367.0      0.5237
107   45.9     370.3      0.0854
108   46.2     372.3      0.1402
109   47.0     379.2      0.0210
110   47.6     384.2      0.0337
111   48.8     393.3      0.0212
112   49.5     398.9      0.0131
113   50.8     409.6      0.0644
114   51.2     413.2      1.7393
115   52.4     422.8      0.7464
116   52.6     424.5      1.1493
117   53.4     430.4      0.0199
118   55.1     444.4      0.7653
119   56.0     451.9      0.1714
120   56.9     459.1      0.1358
121   57.3     462.5      0.0387
122   58.4     470.8      0.0528
123   58.5     472.1      0.0495
124   58.6     472.3      0.2092
125   60.6     489.2      0.0766
126   60.9     491.1      0.4875
127   61.4     494.9      0.3468
128   61.5     496.2      0.0854
129   62.1     500.5      0.0104
130   62.8     506.5      0.2560
131   63.0     508.0      0.1201
132   63.8     514.9      0.0534
133   64.1     517.1      0.0612
134   66.9     539.5      0.0321
135   67.1     541.0      0.1668
136   68.2     550.3      1.3390
137   69.3     559.2      1.2049
138   69.5     560.7      0.6986
139   69.9     563.5      0.2885
140   70.4     567.8      0.3720
141   71.6     577.7      0.1939
142   73.1     589.9      0.0632
143   73.8     595.5      0.5151
144   74.7     602.6      0.3727
145   75.0     605.3      0.1159
146   75.4     608.0      0.0417
147   76.9     620.1      0.0081
148   78.0     629.3      0.1543
149   78.3     631.9      0.1873
150   79.7     643.2      0.1285
151   80.9     652.2      0.1458
152   82.1     662.3      0.2955
153   82.2     663.0      0.0777
154   83.5     673.4      0.0927
155   84.3     679.8      0.0288
156   84.4     681.1      0.1445
157   84.8     684.0      0.3610
158   85.0     685.6      0.4902
159   85.3     688.1      0.4931
160   86.1     694.2      0.1792
161   86.2     695.2      0.6288
162   86.4     697.3      0.2810
163   86.8     700.3      0.4086
164   86.9     700.6      0.1082
165   87.3     704.3      0.6394
166   87.8     708.0      0.8293
167   88.0     709.4      0.6007
168   88.3     711.8      0.0242
169   89.0     717.6      0.0740
170   89.1     718.9      1.9324
171   89.4     720.8      0.1357
172   89.9     725.2      0.4180
173   90.6     730.7      0.4139
174   90.8     732.2      0.2064
175   91.2     735.9      0.5096
176   91.3     736.6      0.0063
177   91.6     738.6      0.0503
178   91.6     739.1      0.0193
179   91.8     740.1      0.0935
180   92.0     742.3      0.0757
181   92.1     742.8      0.0418
182   92.6     747.0      0.1195
183   93.3     752.6      0.0090
184   94.6     763.0      0.3795
185   94.7     763.7      0.0430
186   96.4     777.4      0.0743
187   96.6     779.1      0.0289
188   97.2     783.9      0.2358
189   97.3     784.8      0.2072
190   98.2     792.2      0.1366
191   99.0     798.2      0.0673
192   99.5     802.4      0.0711
193   99.6     803.2      0.0915
194   99.8     804.7      0.8376
195  100.1     807.6      0.0819
196  100.5     810.2      0.0850
197  102.4     825.7      0.1134
198  102.7     828.4      0.3623
199  104.0     838.6      0.3874
200  105.9     854.4      0.3241
201  107.4     866.3      0.7381
202  107.5     866.8      0.6537
203  107.5     866.9      0.8211
204  107.6     867.6      0.8827
205  109.4     882.0      0.9379
206  110.3     889.4      0.0396
207  110.8     893.7      0.2488
208  111.5     899.1      0.5005
209  112.3     905.9      0.7504
210  112.8     909.8      0.6556
211  113.0     911.7      0.1506
212  113.6     916.5      0.5742
213  114.2     921.3      0.6419
214  114.6     924.3      0.7174
215  115.1     928.6      0.4726
216  115.5     931.2      0.3246
217  115.6     932.7      1.2232
218  116.0     935.4      0.1930
219  116.4     938.5      0.0375
220  116.5     939.8      0.0292
221  118.4     954.8      0.4006
222  118.8     958.4      0.0351
223  119.4     963.4      0.0581
224  120.6     973.0      0.2670
225  120.7     973.5      0.1102
226  121.7     981.3      0.0982
227  121.9     983.2      0.0444
228  122.7     989.4      0.2121
229  122.8     990.4      0.1618
230  123.0     992.4      0.1504
231  123.1     992.8      0.0707
232  123.2     993.5      0.0547
233  123.7     997.5      0.1435
234  124.7    1005.5      0.0812
235  125.3    1010.6      0.4753
236  126.0    1016.7      1.1819
237  126.2    1018.3      2.6475
238  127.3    1026.9      0.6405
239  128.0    1032.6      0.3124
240  129.4    1043.6      0.5696
241  129.7    1045.8      1.1800
242  130.7    1054.3      0.3870
243  130.9    1055.6      0.7471
244  131.1    1057.5      1.0702
245  131.7    1062.6      3.2549
246  132.1    1065.1      1.3172
247  132.5    1068.5      4.6622
248  133.5    1076.5      0.8943
249  134.0    1081.0      1.5879
250  135.6    1093.7      0.2034
251  136.2    1098.2      0.5117
252  136.2    1098.7      0.2145
253  136.6    1101.6      0.0278
254  137.0    1104.9      0.4251
255  137.4    1108.2      0.1937
256  137.6    1109.8      0.1199
257  137.8    1111.5      0.2774
258  137.9    1112.6      0.2496
259  139.0    1121.1      0.1115
260  140.3    1131.7      0.1583
261  141.4    1140.9      0.3915
262  141.7    1143.1      0.7807
263  141.8    1143.5      0.5137
264  141.9    1144.7      0.4625
265  142.7    1151.3      0.6064
266  143.0    1153.4      0.8812
267  143.5    1157.2      0.2080
268  144.5    1165.3      0.0980
269  144.7    1167.3      0.0336
270  146.7    1183.2      6.8421
271  147.0    1185.5      3.7453
272  149.0    1201.9      0.3385
273  150.0    1210.0      0.0258
274  150.8    1216.3      0.0417
275  150.9    1216.8      0.1913
276  152.2    1227.6      0.6502
277  152.2    1227.9      0.0495
278  152.6    1230.5      0.5679
279  152.7    1231.6      0.8616
280  153.8    1240.5      0.2950
281  155.5    1254.1      2.4095
282  155.7    1255.6      0.0123
283  156.6    1263.2      0.1198
284  156.6    1263.3      7.7594
285  157.0    1266.0      0.1684
286  157.5    1270.3      0.1685
287  157.8    1272.9      9.1453
288  158.6    1279.1      0.1314
289  158.8    1281.2      0.1489
290  159.1    1283.0      1.0755
291  159.6    1287.5      0.0821
292  160.4    1293.9      0.4548
293  160.5    1294.4      1.1714
294  161.6    1303.7      5.0232
295  162.1    1307.7      4.1883
296  162.4    1309.5      0.0906
297  162.6    1311.1      0.0462
298  164.2    1324.2      0.8385
299  164.7    1328.8      0.0076
300  164.9    1329.9      0.1258
301  165.0    1331.0      1.0131
302  165.4    1333.6      0.1287
303  165.4    1333.8      0.0584
304  165.6    1335.3      1.0021
305  166.0    1339.2      0.4368
306  166.4    1342.5      1.4367
307  167.0    1346.7      0.1925
308  167.3    1349.6      0.2157
309  167.7    1352.6      0.3085
310  168.0    1355.4      0.2514
311  168.2    1357.0      0.1453
312  168.6    1359.7      0.1285
313  168.9    1362.6      0.3258
314  169.1    1363.9      0.0972
315  169.2    1364.5      0.3227
316  169.3    1365.9      0.1285
317  169.5    1367.1      0.1131
318  169.7    1369.0      0.4043
319  170.0    1371.0      0.0513
320  170.1    1372.1      0.2169
321  170.3    1373.7      0.4770
322  170.7    1376.6      0.3452
323  170.7    1376.9      1.1055
324  171.8    1385.8      0.1801
325  172.0    1387.2      0.0729
326  172.2    1389.2      0.1040
327  173.2    1396.8      0.0443
328  173.6    1399.8      0.2493
329  173.9    1402.7      0.0220
330  174.1    1404.6      0.2030
331  174.5    1407.2      0.0799
332  174.8    1410.2      0.1303
333  175.0    1411.5      0.3591
334  175.1    1412.3      0.1016
335  175.2    1413.2      0.1269
336  175.3    1414.0      0.1672
337  175.5    1415.4      0.0438
338  175.6    1416.0      0.3034
339  175.7    1416.8      0.0216
340  175.8    1418.2      0.3718
341  176.0    1419.2      0.4420
342  176.1    1420.7      0.2373
343  176.5    1423.2      0.1873
344  176.7    1424.9      0.1728
345  177.5    1431.9      0.0612
346  177.9    1434.5      0.4441
347  177.9    1435.1      0.4863
348  178.2    1437.2      0.0666
349  179.6    1448.8      0.0706
350  182.8    1474.1      0.0401
351  183.1    1476.7      0.0387
352  183.9    1483.4      0.6198
353  184.1    1485.1      0.4161
354  184.5    1488.3      0.6482
355  184.7    1490.0      0.8621
356  187.8    1514.4      0.0963
357  188.0    1516.3      0.1884
358  192.2    1549.8      0.1948
359  192.4    1551.5      0.1534
360  192.5    1552.3      0.0335
361  192.7    1554.3      0.0784
362  193.1    1557.6      0.1628
363  193.4    1559.6      0.1922
364  195.5    1576.5      0.1952
365  195.7    1578.2      0.1736
366  196.8    1587.4      0.0138
367  197.1    1589.3      0.0074
368  197.9    1595.8      0.1964
369  198.1    1598.0      0.1699
370  198.2    1598.2      0.0663
371  198.4    1600.3      0.2335
372  200.7    1618.7      0.3814
373  201.1    1621.9      0.7122
374  201.4    1624.4      0.6622
375  201.8    1627.5      0.4565
376  203.1    1638.2     10.0385
377  203.5    1641.1      9.8226
378  204.5    1649.8      0.0472
379  204.8    1651.8      0.0300
380  219.3    1768.8     11.7387
381  219.5    1770.0      5.2474
382  364.3    2938.3      1.4902
383  364.7    2941.8      1.2841
384  365.4    2947.0      0.6336
385  365.4    2947.2      0.9919
386  365.5    2948.1      0.9164
387  365.9    2951.3      0.6374
388  366.1    2953.0      0.3882
389  366.7    2957.6      1.8910
390  366.9    2959.4      0.6262
391  367.5    2964.3      0.2182
392  367.6    2964.6      0.0734
393  368.0    2968.4      0.4168
394  370.0    2984.0      0.6125
395  370.1    2985.0      0.2680
396  370.3    2986.7      0.5950
397  370.6    2989.0      0.3700
398  371.9    2999.8      0.0432
399  372.1    3001.0      0.0915
400  372.3    3002.5      0.0764
401  372.4    3003.4      0.5502
402  372.5    3004.3      0.5562
403  372.7    3006.1      0.0215
404  372.9    3007.6      1.1626
405  373.1    3009.6      0.2474
406  373.6    3013.2      0.1104
407  373.7    3014.3      0.3012
408  374.1    3017.5      0.2873
409  374.3    3018.6      1.2401
410  375.5    3029.0      0.1519
411  375.9    3031.8      0.1507
412  376.4    3035.5      0.1121
413  376.4    3036.0      0.3979
414  376.5    3036.5      0.2683
415  376.9    3040.0      0.4536
416  377.0    3040.5      0.1273
417  377.3    3043.4      0.3461
418  377.6    3045.7      0.1521
419  377.9    3047.6      0.4748
420  378.3    3051.4      0.2461
421  378.5    3053.0      0.1558
422  378.8    3055.0      0.4125
423  379.1    3057.6      0.3343
424  379.3    3059.0      0.1044
425  379.3    3059.2      0.1627
426  380.5    3069.1      0.2527
427  381.4    3076.0      0.8220
428  381.7    3078.6      0.0467
429  382.1    3081.8      0.3110
430  386.7    3118.9      0.0510
431  387.1    3122.0      0.0468
432  388.1    3129.9      0.3873
433  388.4    3132.8      0.5551
434  389.1    3138.5      0.0415
435  389.6    3142.1      0.0060
436  389.9    3144.5      0.1414
437  390.2    3147.3      0.0205
438  391.6    3158.4      0.5824
439  392.1    3162.4      1.4044
440  393.2    3171.1      0.3822
441  393.4    3172.7      0.3540
442  451.0    3637.5      1.1835
443  451.2    3638.8      0.7401
-------------------------------------
Zero-point energy: 30.490 eV
Static dipole moment: 0.020 D
Maximum force on atom in `equilibrium`: 0.0471 eV/Å

